Id,Label,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,pageranks,componentnumber,strongcompnum,stat_inf_class,clustering
importantes,,3,3,6,3,3,6,11,0.256682,0.274148,53428.02531,0.00004,0.008113,0.000228,0,1,29,0.033333
história,,45,47,92,54,54,108,10,0.294392,0.321099,355411.643074,0.045339,0.049264,0.002197,0,1,28,0.038532
recente,,2,2,4,2,2,4,11,0.254399,0.270947,3211.359059,0.002022,0.006505,0.00011,0,1,45,0.083333
país,,201,186,387,260,260,520,10,0.336453,0.380279,2774791.140781,0.182184,0.206303,0.009739,0,1,39,0.014447
verdade,,15,15,30,15,15,30,10,0.25941,0.276684,118317.625976,0.013734,0.009804,0.000664,0,1,77,0.052956
solarada,,1,1,2,1,1,2,12,0.217735,0.227481,35.408874,0.000349,0.006555,0.000067,0,1,77,0
faz,,13,14,27,14,14,28,11,0.249422,0.265852,102346.783074,0.007582,0.00382,0.000701,0,1,26,0.005698
hisa,,1,1,2,1,1,2,12,0.213039,0.222466,252.915215,0.000136,0.000343,0.000072,0,1,12,0
decidir,,11,9,20,11,11,22,11,0.270641,0.290736,73226.963539,0.00962,0.021638,0.000619,0,1,12,0.042105
queremos,,17,16,33,17,17,34,11,0.29077,0.315664,92117.498587,0.012338,0.039602,0.000876,0,1,12,0.050189
Futuro,,1,1,2,1,1,2,11,0.251788,0.26799,0,0.00141,0.006488,0.000076,0,1,12,0.5
situação,,17,16,33,19,19,38,11,0.259631,0.278789,102881.8057,0.020811,0.013717,0.000829,0,1,63,0.013105
grave,,10,11,21,11,11,22,11,0.257923,0.27501,42745.038908,0.005553,0.009191,0.000435,0,1,59,0.061404
adianta,,2,2,4,2,2,4,12,0.22271,0.233708,5452.459481,0.000423,0.000391,0.000106,0,1,59,0
virar,,4,2,6,4,4,8,11,0.203659,0.212111,24795.195599,0.006387,0,0.000201,0,1,22,0
página,,2,4,6,4,4,8,11,0.228269,0.240167,22823.932349,0,0.001621,0.000162,0,1,22,0
reescrevê-la,,1,1,2,1,1,2,12,0.179654,0.185544,274.778201,0.000673,0.000125,0.000067,0,1,77,0
buscar,,7,7,14,7,7,14,11,0.218951,0.229977,46090.452749,0.0035,0.000783,0.00037,0,1,77,0.012821
busca,,4,4,8,4,4,8,12,0.229077,0.240978,10477.121544,0.004842,0.001438,0.000225,0,1,29,0
novo,,17,13,30,20,20,40,11,0.276363,0.297298,72008.041521,0.008327,0.021201,0.000872,0,1,40,0.019704
pessoal,,14,15,29,15,15,30,11,0.275671,0.296644,82153.754047,0.025469,0.023345,0.000643,0,1,12,0.048942
direita,,4,3,7,4,4,8,11,0.232347,0.245276,12061.635245,0.006199,0.002778,0.000218,0,1,45,0
dá,,7,6,13,7,7,14,11,0.246911,0.261485,20930.191029,0.003541,0.004423,0.000307,0,1,53,0
jeito,,6,7,13,7,7,14,11,0.261705,0.280669,21795.597318,0.010965,0.020691,0.000281,0,1,80,0.089744
interrompe,,2,2,4,2,2,4,12,0.226135,0.237834,2550.003535,0.000741,0.001714,0.000139,0,1,80,0.083333
possibilidade,,4,4,8,4,4,8,11,0.22984,0.242315,8777.088715,0.001975,0.001238,0.000243,0,1,1,0.053571
colegas,,19,12,31,20,20,40,11,0.277132,0.299703,86015.881525,0.047711,0.023244,0.001346,0,1,77,0.1133
ocupada,,3,3,6,3,3,6,11,0.22656,0.238346,5487.462562,0.003195,0.001155,0.000181,0,1,49,0.05
intervenções,,1,1,2,1,1,2,11,0.224653,0.235899,277.891338,0.000363,0.000927,0.000063,0,1,49,0
comportamento,,2,2,4,2,2,4,13,0.165257,0.170074,31047.722579,0.000321,0,0.000168,0,1,37,0
adequamos,,1,1,2,1,1,2,12,0.197738,0.205675,10330.523899,0,0.000565,0.0001,0,1,37,0
início,,8,8,16,8,8,16,11,0.246429,0.262408,61074.915027,0.015872,0.006,0.000408,0,1,63,0.029167
perdeu,,7,5,12,7,7,14,11,0.234092,0.246728,25573.581613,0.006038,0.001657,0.00039,0,1,62,0.045455
madrugadas,,1,1,2,1,1,2,12,0.194499,0.20198,159.588586,0.000059,0.000226,0.000095,0,1,49,0
dar,,29,28,57,34,34,68,11,0.289178,0.313683,199588.008992,0.058033,0.037022,0.001274,0,1,16,0.043831
resposta,,9,10,19,11,11,22,11,0.258425,0.275882,38939.276508,0.011533,0.008595,0.000434,0,1,13,0.032164
população,,38,30,68,42,42,84,10,0.281411,0.304039,250211.524459,0.033017,0.037688,0.001918,0,1,12,0.024058
brasileira,,32,63,95,69,69,138,10,0.311582,0.34403,441913.353186,0.053844,0.099485,0.001651,0,1,78,0.042642
fortalecendo,,1,1,2,1,1,2,10,0.245552,0.259509,133.443006,0.003543,0.003652,0.000051,0,1,70,0.5
democracia,,94,96,190,130,130,260,9,0.325432,0.361063,1001013.883691,0.102539,0.13353,0.004656,0,1,70,0.027884
conhecida,,1,1,2,1,1,2,12,0.177741,0.183282,93.306962,0.000306,0.000088,0.000066,0,1,13,0
escolha,,4,4,8,4,4,8,11,0.216117,0.226246,16810.553234,0.002458,0.001208,0.000203,0,1,62,0.053571
aleatória,,1,1,2,1,1,2,11,0.206076,0.214409,0,0.000043,0.000353,0.000072,0,1,62,0.5
base,,10,10,20,11,11,22,10,0.259527,0.276862,81476.265575,0.009912,0.00817,0.000443,0,1,62,0.047368
legal,,8,8,16,8,8,16,11,0.226234,0.23819,45166.277881,0.004275,0.000845,0.000394,0,1,62,0.02381
fatos,,9,9,18,9,9,18,12,0.228138,0.240387,57323.212505,0.002714,0.002425,0.00047,0,1,20,0.006536
graves,,5,5,10,5,5,10,12,0.210304,0.219828,24748.283319,0.000543,0.000003,0.000284,0,1,20,0
gravíssimos,,1,1,2,1,1,2,12,0.189105,0.195567,193.843772,0,0.000009,0.000077,0,1,20,0
atentam,,2,2,4,2,2,4,11,0.233153,0.245429,5741.53773,0.000255,0.002407,0.000142,0,1,20,0
constituição,,37,38,75,48,48,96,10,0.300232,0.32809,269289.15193,0.060875,0.053288,0.001673,0,1,27,0.060663
competência,,4,4,8,4,4,8,11,0.251886,0.267362,14382.401204,0.006943,0.004164,0.00024,0,1,56,0.053571
Públicas,,2,3,5,3,3,6,11,0.261045,0.27919,11982.893389,0.004506,0.00624,0.000183,0,1,80,0.05
fiscal,,3,7,10,7,7,14,11,0.267715,0.28713,29127.762175,0.003804,0.016237,0.000168,0,1,22,0.041667
transparência,,4,4,8,4,4,8,11,0.261164,0.279611,15084.274292,0.002266,0.010226,0.000201,0,1,62,0.053571
digo,,12,12,24,13,13,26,10,0.266502,0.285955,53426.18322,0.016388,0.024571,0.000612,0,1,77,0.035573
povo,,176,105,281,248,248,496,9,0.324758,0.361389,1822142.097138,0.220926,0.136943,0.008121,0,1,32,0.023159
elaborei,,1,1,2,1,1,2,11,0.197844,0.205964,67.731551,0.006045,0.000856,0.000042,0,1,42,0
seriedade,,5,5,10,5,5,10,11,0.262262,0.280821,31602.20421,0.004016,0.015083,0.000345,0,1,13,0.055556
absoluta,,4,8,12,8,8,16,12,0.219825,0.230575,28921.957019,0.002238,0.000721,0.00021,0,1,13,0
isenção,,1,1,2,1,1,2,12,0.214692,0.224425,222.969593,0.000026,0.000449,0.000051,0,1,13,0
trabalho,,15,15,30,15,15,30,11,0.273327,0.294412,95400.266424,0.012607,0.022253,0.000728,0,1,72,0.027066
dedicação,,1,1,2,1,1,2,11,0.246699,0.260705,239.210774,0.000792,0.005336,0.00007,0,1,72,0
constitui,,7,7,14,7,7,14,11,0.246511,0.262068,50306.955656,0.027874,0.006428,0.000347,0,1,2,0.083333
leis,,10,10,20,12,12,24,11,0.278624,0.299953,39696.456523,0.018101,0.023112,0.000432,0,1,9,0.143382
brasileiras,,7,20,27,20,20,40,11,0.270259,0.290089,64572.017427,0.014538,0.023588,0.000281,0,1,45,0.04416
sabedor,,1,1,2,1,1,2,14,0.141641,0.144488,10349,0.00084,0,0.000041,0,1,45,0
relevância,,1,1,2,1,1,2,13,0.164977,0.169353,10349,0,0,0.000064,0,1,45,0
recomendar,,1,1,2,1,1,2,12,0.19752,0.204998,10349,0,0.000658,0.000083,0,1,45,0
relembro,,2,1,3,2,2,4,12,0.217032,0.227372,389.567192,0.008042,0.001699,0.000119,0,1,30,0
decidindo,,1,1,2,1,1,2,12,0.219844,0.230157,271.445281,0.000828,0.000301,0.000124,0,1,77,0
legitimidade,,11,15,26,15,15,30,11,0.257923,0.275337,64664.467535,0.02154,0.008294,0.000543,0,1,62,0.027692
constituci,,1,1,2,1,1,2,12,0.197958,0.205509,340.830345,0.000295,0.000019,0.00006,0,1,56,0
senores,,2,2,4,2,2,4,11,0.24677,0.261754,15994.294823,0.000547,0.002924,0.000202,0,1,56,0
umem,,1,1,2,1,1,2,12,0.202425,0.210701,5188.17938,0.000104,0,0.000115,0,1,66,0
contagem,,1,1,2,1,1,2,11,0.253738,0.270367,5188.17938,0,0.004503,0.000127,0,1,66,0
popular,,6,19,25,20,20,40,11,0.278789,0.301451,49344.184799,0.019377,0.028977,0.000309,0,1,76,0.067029
eleito,,8,11,19,12,12,24,10,0.291507,0.316327,25369.099447,0.019477,0.038273,0.000322,0,1,21,0.117647
autorizam,,1,2,3,2,2,4,12,0.213628,0.22322,8832.557811,0.007516,0.00005,0.000056,0,1,66,0.166667
descumprimento,,1,1,2,1,1,2,11,0.253701,0.270335,2126.513732,0.000002,0.004503,0.000053,0,1,66,0.5
prática,,9,9,18,9,9,18,11,0.260153,0.277854,61812.078831,0.001393,0.007142,0.000503,0,1,20,0.006536
contas,,12,11,23,13,13,26,11,0.247786,0.263144,91213.986348,0.006707,0.003193,0.00073,0,1,56,0.008658
Finanças,,2,1,3,2,2,4,12,0.20704,0.215867,5246.821698,0.000114,0.00016,0.000136,0,1,80,0
